CODE_SYSTEM,CODE_VALUE,LOINC_NUM,COMPONENT,DisplayName,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,AnswerListId,ANSWER_LIST_TYPE,EXAMPLE_UNITS,UnitsAndRange,LONG_COMMON_NAME,DefinitionDescription
NAACCR_ID,3160,42111-5,"Comorbidities and complications 6","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 6","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3161,42112-3,"Comorbidities and complications 7","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 7","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3162,42113-1,"Comorbidities and complications 8","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 8","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3163,42114-9,"Comorbidities and complications 9","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 9","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3164,42115-6,"Comorbidities and complications 10","",Prid,Pt,^Patient,Nom,"","","","","","Comorbidities and complications 10","Records the patient's pre-existing medical conditions, factors influencing health status, and/or complications during the patient's hospital stay for the treatment of this cancer using ICD-9-CM codes. Both are considered secondary diagnoses.

Comorbidities may affect treatment decisions and influence patient outcomes. Information on comorbidities is used to adjust outcome statistics when evaluating patient survival and other outcomes. Complications may be related to the quality-of-care... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3165,42116-4,"ICD revision comorbidities","",Prid,Pt,Cancer.XXX,Nom,"","","","","","ICD revision comorbidities Cancer","This item indicates the coding system in which the Comorbidities and Complications (secondary diagnoses) codes are provided.

The COC currently requires the collection and reporting of up to 10 ICD-9-CM codes describing secondary diagnoses for patients hospitalized for cancer treatment. Currently the use of ICD-10-CM is not mandatory in U.S. hospitals, though may become so in the future. In the event this occurs cancer registries that maintain or collect this information will need to differentiate between ICD-9-CM and ICD-10-CM code use. The code values and definitions for this item would be expanded as necessary. Allowable codes reported in the Comorbidity and Complications items in FORDS would be re-assessed at the same time... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3170,39808-1,"Date 1st most definitive surgery Rx for","",TmStp,Pt,Cancer.XXX,Qn,"","","","","","Date 1st most definitive surgery treatment for Cancer","Date of most definitive surgical resection of the primary site performed as part of the first course of treatment. See page 81 for date format.

This item is used to measure lag time between diagnosis and the most definitive surgery of the primary site or survival following the procedure. It also is used in conjunction with Date of Surgical Discharge [3180] to calculate the duration of hospitalization following the most definitive primary site surgical procedure to evaluate treatment efficacy... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3171,59546-2,"Flag for Date 1st most definitive surgery Rx for not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL924-2,NORMATIVE,"","","Flag for Date 1st most definitive surgery Rx for not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Most Defin Surg [3170]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,3180,42117-2,"Date of surgical discharge","",TmStp,Pt,Cancer.XXX,Qn,"","","","","","Date of surgical discharge Cancer","Records the date the patient was discharged following primary site surgery. The date corresponds to the event recorded in Surgical Procedure of Primary Site [1290], and Date of Most Definitive Surgical Resection [3170]. See page 81 for date format.

Length of stay is an important quality-of-care and financial measure among hospital administrations, those who fund public and private health care, and public health users. This date, in conjunction with the data item ""Date of Most Definitive Surgical Resection"" [3170], will allow for the calculation of a patient's length of hospitalization associated with primary site surgery.
.. NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3181,59548-8,"Flag for Date of surgical discharge not populated","",Prid,Pt,Cancer.XXX,Nom,"",LL925-9,NORMATIVE,"","","Flag for Date of surgical discharge not populated Cancer","This flag explains why there is no appropriate value in the corresponding date field, RX Date-Surgical Disch [3180]. This data item was added to Volume II Version 12 (effective January 2010)... NAACCR Data Standards and Data Dictionary Version 12"
NAACCR_ID,3190,42118-0,"Readmission to the same hospital within 30D of surgical discharge","",Arb,Pt,Cancer.XXX,Ord,"","","","","","Readmission to the same hospital within 30 days of surgical discharge Cancer","Records a readmission to the same hospital within 30 days of discharge following hospitalization for surgical resection of the primary site for the same illness.

This data item provides information related to the quality-of-care. A patient may have a readmission related to the primary diagnosis on discharge if the length of stay was too short, and then needed to return due to problems or complications. A patient may also need to be readmitted if discharge planning and/or follow-up instructions were ineffective. It is important to distinguish a planned from an unplanned readmission, since a planned readmission is not an indicator of quality of care problems... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3200,42128-9,"Boost radiation treatment modality","",Prid,Pt,Radiation.Rx,Nom,"","","","","","Boost radiation treatment modality Radiation treatment","Records the radiation treatment-boost modality used to deliver the most clinically significant dose to the primary volume of interest during the first course of treatment. This is accomplished with external beam fields of reduced size (relative to the regional treatment fields), implants, stereotactic radiosurgery, conformal therapy, or intensity-modulated radiation therapy. External beam boosts may consist of two or more successive phases with progressively smaller fields, and they are generally coded as a single entity. This field is used with Rad--Regional RX Modality [1570].

Radiation treatment frequently is delivered in two or more phases that can be summarized as regional and boost treatments. For outcomes analysis, the modalities used for each of these phases can be very important... NAACCR Data Standards and Data Dictionary Version 11"
NAACCR_ID,3210,42119-8,"Boost radiation dose","",EngCnt,Pt,Dose,Qn,"","","",cGY,"","Boost radiation dose [Energy/mass]","Records the additional dose delivered to that part of the treatment volume encompassed by the boost fields or devices. The unit of measure is centiGray (cGy).

To evaluate patterns of radiation oncology care, it is necessary to describe the prescribed boost radiation dose. As in chemotherapy, outcomes are strongly related to the dose delivered... NAACCR Data Standards and Data Dictionary Version 11"
