item,xmlId,parentTag,description
2470,physicianFollowUp,Tumor,Code for the physician currently responsible for the patient’s medical care. Registry may use physicians’ medical license numbers or may create individual numbering systems. 
2460,physicianManaging,Tumor,Code for the physician who is responsible for the overall management of the patient during diagnosis and/or treatment for this cancer. Registry may use physicians’ medical license numbers or may create individual numbering systems. 
2480,physicianPrimarySurg,Tumor,Code for physician who performed the most definitive surgical procedure. Registry may use physician’s medical license numbers or may create individual numbering systems. 
1940,placeOfDeath,Patient,"State or country where the patient died and where certificate of death is filed. Effective with NAACCR Volume II, Version 13 two new data items, Place of Death--State [1942] and Place of Death--Country [1944] were added to the standard transmission record layout. The UDS Committee expects the new items to replace the use of Place of Death [1940] since the new items use interoperable codes. "
1944,placeOfDeathCountry,Patient,"Code for the country in which the patient died and where certificate of death is filed. If the patient has multiple tumors, all records should contain the same code. This data item became part of the NAACCR transmission record effective with Volume II, Version 13 in order to include country and state for each geographic item and to use interoperable codes.  It supplements the item Place of Death--State [1942]. It replaces the use of Place of Death [1940]."
1942,placeOfDeathState,Patient,"State or Province where the patient died and where certificate of death is filed. This data item became part of the NAACCR transmission record effective with Volume II, Version 13 in order to include country and state for each geographic item and to use interoperable codes. It supplements the item PLACE OF DEATH--COUNTRY [1944]. It replaces the use of PLACE OF DEATH [1940]."
3913,pleuralEffusion,Tumor,Pleural effusion is the accumulation of fluid between the parietal pleura (the pleura covering the chest wall and diaphragm) and the visceral pleura (the pleura covering the lungs).
650,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
630,primaryPayerAtDx,Tumor,Primary payer/insurance carrier at the time of initial diagnosis and/or treatment at the reporting facility. 
3917,primarySclerosingCholangitis,Tumor,Primary sclerosing cholangitis denotes a chronic autoimmune inflammation of the bile ducts that leads to scar formation and narrowing of the ducts over time. It is a prognostic factor for intrahepatic bile duct cancer.
400,primarySite,Tumor,"Code for the primary site of the tumor being reported using either ICD-O-2 or ICD-O-3. NAACCR adopted ICD-O-2 as the standard coding system for tumors diagnosed beginning January 1, 1992. In addition, NAACCR recommended that tumors diagnosed prior to 1992 be converted to ICD-O-2. The topography (primary site) codes did not change between ICD-O-2 and ICD-O-3. "
3918,profoundImmuneSuppression,Tumor,"Profound Immune Suppression, suppressed immune status that may be associated with HIV/AIDs, solid organ transplant, chronic lymphocytic leukemia, non-Hodgkin lymphoma, multiple conditions or other conditions, increases the risk of developing Merkel Cell Carcinoma and is an adverse prognostic factor."
3914,progesteroneReceptorPercentPositiveOrRange,Tumor,"Progesterone Receptor, Percent Positive or Range is the percent of cells staining progesterone receptor positive measured by IHC."
3915,progesteroneReceptorSummary,Tumor,PR (Progesterone Receptor) Summary is a summary of results from the progesterone receptor (PR) assay.
3916,progesteroneReceptorTotalAllredScore,Tumor,"Progesterone Receptor, Total Allred Score is based on the percentage of cells that stain by IHC for progesterone receptor (PR) and the intensity of that staining."
3919,prostatePathologicalExtension,Tumor,Pathological extension is used to assign pT category for prostate cancer based on radical prostatectomy specimens.
1470,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
1480,,,"The NAACCR UDSC retired this data item in Version 11, as of January 1, 2006."
3920,psaLabValue,Tumor,PSA (Prostatic Specific Antigen) is a protein produced by cells of the prostate gland and is elevated in patients with prostate cancer. This data item pertains to PSA lab value.
1780,qualityOfSurvival,Tumor,Records patient’s ability to carry on the activities of daily living at the date of last contact. 
160,race1,Patient,"Code the patient’s race. Race is coded separately from Spanish/Hispanic Origin [190]. All tumors for the same patient should have the same race codes. If the patient is multiracial, code all races using RACE 2 through RACE 5 [161-164]. For coding instructions and race code history see the current SEER Program Coding and Staging Manual3.Reference to Census 2000 definitions for ethnicity and race: http://www.census.gov/prod/cen2000/doc/sf2.pdf (Appendix G)."
