c_hlevel,c_fullname,c_basecode,c_name,c_visualattributes,m_applied_path,c_tooltip,c_synonym_cd,update_date,sourcesystem_cd,c_dimcode,c_operator,c_columndatatype,c_columnname,c_tablename,c_facttablecolumn
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\000\,CS|Esophagus|1:000,000: Nodes not clinically evident; imaging of regional nodes performed and nodes not mentioned,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\100\,CS|Esophagus|1:100,"100: Metastasis in 1-2 regional nodes, determined clinically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\200\,CS|Esophagus|1:200,"200: Metastasis in 3-6 regional nodes, determined clinically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\200\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\300\,CS|Esophagus|1:300,"300: Metastasis in 7 or more regional nodes, determined clinically",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\300\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\400\,CS|Esophagus|1:400,"400: Clinically positive regional node(s), NOS",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\400\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\888\,CS|Esophagus|1:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\988\,CS|Esophagus|1:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\999\,CS|Esophagus|1:999,"999: Regional lymph node(s) involved pathologically, clinical assessment not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\,CS|Esophagus|1:,01: Clinical Assessment of Regional Lymph Nodes,FAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 1\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\010\,CS|Esophagus|2:010,010: Stated as cervical esophagus ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\020\,CS|Esophagus|2:020,020: Stated as upper thoracic esophagus,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\030\,CS|Esophagus|2:030,030: Stated as middle thoracic esophagus,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\040\,CS|Esophagus|2:040,040: OBSOLETE DATA CONVERTED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\050\,CS|Esophagus|2:050,050: Stated as lower thoracic esophagus,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\060\,CS|Esophagus|2:060,060: Stated as abdominal esophagus,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\060\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\070\,CS|Esophagus|2:070,070: Stated as upper third ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\070\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\080\,CS|Esophagus|2:080,080: Stated as middle third,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\080\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\090\,CS|Esophagus|2:090,090: Stated as lower third,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\090\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\100\,CS|Esophagus|2:100,100: OBSOLETE DATA REVIEWED AND CHANGED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\100\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\888\,CS|Esophagus|2:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\988\,CS|Esophagus|2:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\999\,CS|Esophagus|2:999,"999: Unknown; Esophagus, NOS",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\,CS|Esophagus|2:,02: Specific Location of Tumor,FAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 2\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\000\,CS|Esophagus|3:000,000: All nodes examined negative for cancer involvement,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\090\,CS|Esophagus|3:090,"090: Nodes positive for extracapsular tumor, number unknown or not stated",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\090\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\097\,CS|Esophagus|3:097,097: OBSOLETE DATA CONVERTED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\097\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\098\,CS|Esophagus|3:098,098: OBSOLETE DATA CONVERTED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\098\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\888\,CS|Esophagus|3:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\988\,CS|Esophagus|3:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\990\,CS|Esophagus|3:990,"990: Positive nodes, not stated if extracapsular tumor present",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\997\,CS|Esophagus|3:997,"997: Histopathologic examination of lymph nodes performed, results not available",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\998\,CS|Esophagus|3:998,998: No histopathologic examination of lymph nodes,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\999\,CS|Esophagus|3:999,999: Unknown if regional lymph node(s) involved pathologically ,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\,CS|Esophagus|3:,03: Number of Regional Lymph Nodes with Extracapsular Tumor,FAE,@,b'1 - 89 nodes  positive for extracapsular tumor  (Exact number of nodes with extracapsular tumor.)',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 3\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\000\,CS|Esophagus|4:000,000: OBSOLETE DATA REVIEWED AND CHANGED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\888\,CS|Esophagus|4:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\988\,CS|Esophagus|4:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\990\,CS|Esophagus|4:990,990: OBSOLETE DATA CONVERTED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\991\,CS|Esophagus|4:991,"991: Described as ""less than 20 cm"" or ""greater than 15 cm"" or ""between 15 and 20 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\991\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\992\,CS|Esophagus|4:992,"992: Described as ""less than 25 cm"" or ""greater than 20 cm"" or ""between 20 and 25 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\992\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\993\,CS|Esophagus|4:993,"993: Described as ""less than 30 cm"" or ""greater than 25 cm"" or ""between 25 and 30 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\993\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\994\,CS|Esophagus|4:994,"994: Described as ""less than 40 cm"" or ""greater than 30 cm"" or ""between 30 and 40 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\994\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\995\,CS|Esophagus|4:995,"995: Described as ""less than 45 cm"" or ""greater than 40 cm"" or ""between 40 and 45 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\995\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\996\,CS|Esophagus|4:996,"996: Described as ""less than 60 cm"" or ""greater than 45 cm"" or ""between 45 and 60 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\996\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\997\,CS|Esophagus|4:997,"997: Described as ""greater than 60 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\999\,CS|Esophagus|4:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\,CS|Esophagus|4:,04: Distance to Proximal Edge of Tumor from Incisors,FAE,@,b'1 - 60  centimeters  (cm) (Exact distance from incisors to proximal edge of tumor to the nearest cm)',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 4\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\000\,CS|Esophagus|5:000,000: OBSOLETE DATA REVIEWED AND CHANGED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\888\,CS|Esophagus|5:888,888: OBSOLETE DATA CONVERTED V0200,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\888\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\988\,CS|Esophagus|5:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\990\,CS|Esophagus|5:990,990: OBSOLETE DATA CONVERTED V0203,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\991\,CS|Esophagus|5:991,"991: Described as ""less than 20 cm"" or ""greater than 15 cm"" or ""between 15 and 20 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\991\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\992\,CS|Esophagus|5:992,"992: Described as ""less than 25 cm"" or ""greater than 20 cm"" or ""between 20 and 25 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\992\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\993\,CS|Esophagus|5:993,"993: Described as ""less than 30 cm"" or ""greater than 25 cm"" or ""between 25 and 30 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\993\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\994\,CS|Esophagus|5:994,"994: Described as ""less than 40 cm"" or ""greater than 30 cm"" or ""between 30 and 40 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\994\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\995\,CS|Esophagus|5:995,"995: Described as ""less than 45 cm"" or ""greater than 40 cm"" or ""between 40 and 45 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\995\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\996\,CS|Esophagus|5:996,"996: Described as ""less than 60 cm"" or ""greater than 45 cm"" or ""between 45 and 60 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\996\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\997\,CS|Esophagus|5:997,"997: Described as ""greater than 60 cm""",LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\997\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\999\,CS|Esophagus|5:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\,CS|Esophagus|5:,05: Distance to Distal Edge of Tumor from Incisors,FAE,@,b'1 - 60  centimeters  (cm) (Exact distance from incisors to distal edge of tumor to the nearest centimeter.)',N,,,\i2b2\naaccr\csterms\Esophagus\CS Site-Specific Factor 5\,like,@,concept_path,concept_dimension,concept_cd
3,\i2b2\naaccr\csterms\Scrotum\,,"Scrotum (excluding Malignant Melanoma, Merkel Cell Carcinoma, Kaposi Sarcoma, Mycosis Fungoides, Sezary Disease, and Other Lymphomas)",FAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\000\,CS|Scrotum|1:000,000: No mass/tumor found,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\000\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\980\,CS|Scrotum|1:980,980: 9.80 mm or larger,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\980\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\988\,CS|Scrotum|1:988,988: Not applicable:  Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\990\,CS|Scrotum|1:990,990: Microinvasion; microscopic focus or foci only and no depth given,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\990\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\998\,CS|Scrotum|1:998,998: No histologic examination of primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\999\,CS|Scrotum|1:999,999: Unknown or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\999\,like,@,concept_path,concept_dimension,concept_cd
4,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\,CS|Scrotum|1:,01: Measured Thickness (Depth),FAE,@,b'0.01    - 9.79 millimeters (mm) (Exact measurement to nearest HUNDREDTH of mm)   Examples:     001    0.01 mm     002    0.02 mm     010    0.1 mm     074    0.74 mm     100    1 mm     105    1.05 mm     979    9.79 mm',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 1\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\010\,CS|Scrotum|10:010,010: Clark level I,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\010\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\020\,CS|Scrotum|10:020,020: Clark level II,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\020\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\030\,CS|Scrotum|10:030,030: Clark level III,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\030\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\040\,CS|Scrotum|10:040,040: Clark level IV,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\040\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\050\,CS|Scrotum|10:050,050: Clark level V,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\050\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\988\,CS|Scrotum|10:988,988: Not applicable: Information not collected for this case,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\988\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\998\,CS|Scrotum|10:998,998: No histologic examination of primary site,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\998\,like,@,concept_path,concept_dimension,concept_cd
5,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\999\,CS|Scrotum|10:999,999: Unknown Clark level or no information,LAE,@,b'',N,,,\i2b2\naaccr\csterms\Scrotum\CS Site-Specific Factor 10\999\,like,@,concept_path,concept_dimension,concept_cd
